# Колонка 5 = вольты, источник истины для регулятора мощности.
# Колонка 6 = ватты для эталонного ТЭНа 3480 Вт/230 В (R=15.2 Ом), запасной путь, когда сопротивление ТЭНа не задано в настройках.
0;0.07;30;H;135;1199
0;0.1;20;H;0;0
1;0.2;20;H;0;0
2;0.3;20;H;0;0
3;0.4;10;H;155;1581
0;200;0;P;173;1969
0;300;0;P;170;1901
4;1.1;10;C;3;68
4;1.1;35;C;0;0
5;1.1;35;C;0;0
5;0.8;10;C;0;0
6;0.6;5;C;0;0
7;0.4;3;C;0;0
8;0.3;2;B;140;1289
9;0.3;10;T;120;947
